CompensationRequestFieldId,CompensationRequestId,FieldName,FieldValue,CompensationRequestFieldStateId,CreatedAt
9514,1903,ExceptionType,SmtpException,3,2025-02-03
9515,1903,CorrelationId,340119-1903,3,2025-02-03
9516,1904,Feature,BulkCreateSucursalesCommandHandler,3,2026-04-24
9517,1904,SucursalId,140,3,2026-04-24
9518,1904,UserId,100,3,2026-04-24
9519,1904,ExceptionType,DbUpdateException,3,2026-04-24
9520,1904,CorrelationId,125687-1904,3,2026-04-24
9521,1905,Feature,CreateUserCommandHandler,3,2025-02-06
9522,1905,SucursalId,403,3,2025-02-06
9523,1905,UserId,68,3,2025-02-06
9524,1905,ExceptionType,SmtpException,3,2025-02-06
9525,1905,CorrelationId,318760-1905,3,2025-02-06
9526,1906,Feature,CompensationRequestExportQueryHandler,3,2026-04-19
9527,1906,SucursalId,304,3,2026-04-19
9528,1906,UserId,27,3,2026-04-19
9529,1906,ExceptionType,DbUpdateException,3,2026-04-19
9530,1906,CorrelationId,609605-1906,3,2026-04-19
9531,1907,Feature,CreateUserCommandHandler,3,2024-01-06
9532,1907,SucursalId,487,3,2024-01-06
9533,1907,UserId,34,3,2024-01-06
9534,1907,ExceptionType,SmtpException,3,2024-01-06
9535,1907,CorrelationId,516843-1907,3,2024-01-06
9536,1908,Feature,CreateLocalidadCommandHandler,3,2026-02-04
9537,1908,SucursalId,338,3,2026-02-04
9538,1908,UserId,15,3,2026-02-04
9539,1908,ExceptionType,InvalidOperationException,3,2026-02-04
9540,1908,CorrelationId,508347-1908,3,2026-02-04
9541,1909,Feature,BulkCreateSucursalesCommandHandler,3,2024-02-24
9542,1909,SucursalId,335,3,2024-02-24
9543,1909,UserId,22,3,2024-02-24
9544,1909,ExceptionType,SmtpException,3,2024-02-24
9545,1909,CorrelationId,177384-1909,3,2024-02-24
9546,1910,Feature,CreateUserCommandHandler,3,2025-03-01
9547,1910,SucursalId,790,3,2025-03-01
9548,1910,UserId,65,3,2025-03-01
9549,1910,ExceptionType,ArgumentException,3,2025-03-01
9550,1910,CorrelationId,246082-1910,3,2025-03-01
9551,1911,Feature,UpdateSucursalCommandHandler,3,2024-03-30
9552,1911,SucursalId,311,3,2024-03-30
9553,1911,UserId,136,3,2024-03-30
9554,1911,ExceptionType,ArgumentException,3,2024-03-30
9555,1911,CorrelationId,901281-1911,3,2024-03-30
9556,1912,Feature,EmailService.SendAsync,3,2025-11-27
9557,1912,SucursalId,202,3,2025-11-27
9558,1912,UserId,33,3,2025-11-27
9559,1912,ExceptionType,ArgumentException,3,2025-11-27
9560,1912,CorrelationId,164342-1912,3,2025-11-27
9561,1913,Feature,CompensationRequestExportQueryHandler,3,2024-09-27
9562,1913,SucursalId,644,3,2024-09-27
9563,1913,UserId,63,3,2024-09-27
9564,1913,ExceptionType,DbUpdateException,3,2024-09-27
9565,1913,CorrelationId,432409-1913,3,2024-09-27
9566,1914,Feature,UpdateSucursalCommandHandler,3,2026-01-12
9567,1914,SucursalId,561,3,2026-01-12
9568,1914,UserId,136,3,2026-01-12
9569,1914,ExceptionType,InvalidOperationException,3,2026-01-12
9570,1914,CorrelationId,246495-1914,3,2026-01-12
9571,1915,Feature,EmailService.SendAsync,3,2024-01-22
9572,1915,SucursalId,493,3,2024-01-22
9573,1915,UserId,32,3,2024-01-22
9574,1915,ExceptionType,ArgumentException,3,2024-01-22
9575,1915,CorrelationId,769070-1915,3,2024-01-22
9576,1916,Feature,CreateSucursalCommandHandler,3,2025-10-06
9577,1916,SucursalId,424,3,2025-10-06
9578,1916,UserId,49,3,2025-10-06
9579,1916,ExceptionType,ArgumentException,3,2025-10-06
9580,1916,CorrelationId,823808-1916,3,2025-10-06
9581,1917,Feature,CreateUserCommandHandler,3,2025-10-04
9582,1917,SucursalId,424,3,2025-10-04
9583,1917,UserId,17,3,2025-10-04
9584,1917,ExceptionType,SmtpException,3,2025-10-04
9585,1917,CorrelationId,387220-1917,3,2025-10-04
9586,1918,Feature,BulkCreateSucursalesCommandHandler,3,2024-01-16
9587,1918,SucursalId,352,3,2024-01-16
9588,1918,UserId,46,3,2024-01-16
9589,1918,ExceptionType,InvalidOperationException,3,2024-01-16
9590,1918,CorrelationId,765913-1918,3,2024-01-16
9591,1919,Feature,BulkCreateSucursalesCommandHandler,3,2026-04-04
9592,1919,SucursalId,617,3,2026-04-04
9593,1919,UserId,98,3,2026-04-04
9594,1919,ExceptionType,InvalidOperationException,3,2026-04-04
9595,1919,CorrelationId,583493-1919,3,2026-04-04
9596,1920,Feature,CreateLocalidadCommandHandler,3,2025-08-20
9597,1920,SucursalId,321,3,2025-08-20
9598,1920,UserId,48,3,2025-08-20
9599,1920,ExceptionType,SmtpException,3,2025-08-20
9600,1920,CorrelationId,898606-1920,3,2025-08-20
9601,1921,Feature,VerifyEmailCommandHandler,3,2024-09-20
9602,1921,SucursalId,786,3,2024-09-20
9603,1921,UserId,110,3,2024-09-20
9604,1921,ExceptionType,SmtpException,3,2024-09-20
9605,1921,CorrelationId,631938-1921,3,2024-09-20
9606,1922,Feature,BulkCreateSucursalesCommandHandler,3,2024-04-25
9607,1922,SucursalId,227,3,2024-04-25
9608,1922,UserId,57,3,2024-04-25
9609,1922,ExceptionType,SmtpException,3,2024-04-25
9610,1922,CorrelationId,370012-1922,3,2024-04-25
9611,1923,Feature,CreateLocalidadCommandHandler,3,2024-01-25
9612,1923,SucursalId,88,3,2024-01-25
9613,1923,UserId,123,3,2024-01-25
9614,1923,ExceptionType,DbUpdateException,3,2024-01-25
9615,1923,CorrelationId,836604-1923,3,2024-01-25
9616,1924,Feature,CreateSucursalCommandHandler,3,2024-12-22
9617,1924,SucursalId,799,3,2024-12-22
9618,1924,UserId,43,3,2024-12-22
9619,1924,ExceptionType,SmtpException,3,2024-12-22
9620,1924,CorrelationId,739369-1924,3,2024-12-22
9621,1925,Feature,BulkCreateSucursalesCommandHandler,3,2024-02-23
9622,1925,SucursalId,731,3,2024-02-23
9623,1925,UserId,5,3,2024-02-23
9624,1925,ExceptionType,DbUpdateException,3,2024-02-23
9625,1925,CorrelationId,509126-1925,3,2024-02-23
9626,1926,Feature,UpdateSucursalCommandHandler,3,2024-08-29
9627,1926,SucursalId,743,3,2024-08-29
9628,1926,UserId,102,3,2024-08-29
9629,1926,ExceptionType,InvalidOperationException,3,2024-08-29
9630,1926,CorrelationId,252834-1926,3,2024-08-29
9631,1927,Feature,CreateSucursalCommandHandler,3,2024-07-13
9632,1927,SucursalId,353,3,2024-07-13
9633,1927,UserId,82,3,2024-07-13
9634,1927,ExceptionType,SmtpException,3,2024-07-13
9635,1927,CorrelationId,591160-1927,3,2024-07-13
9636,1928,Feature,CreateUserCommandHandler,3,2026-02-27
9637,1928,SucursalId,593,3,2026-02-27
9638,1928,UserId,126,3,2026-02-27
9639,1928,ExceptionType,DbUpdateException,3,2026-02-27
9640,1928,CorrelationId,900735-1928,3,2026-02-27
9641,1929,Feature,UpdateSucursalCommandHandler,3,2024-12-20
9642,1929,SucursalId,276,3,2024-12-20
9643,1929,UserId,116,3,2024-12-20
9644,1929,ExceptionType,ArgumentException,3,2024-12-20
9645,1929,CorrelationId,177060-1929,3,2024-12-20
9646,1930,Feature,EmailService.SendAsync,3,2024-03-06
9647,1930,SucursalId,224,3,2024-03-06
9648,1930,UserId,4,3,2024-03-06
9649,1930,ExceptionType,SmtpException,3,2024-03-06
9650,1930,CorrelationId,255627-1930,3,2024-03-06
9651,1931,Feature,EmailService.SendAsync,3,2024-12-29
9652,1931,SucursalId,165,3,2024-12-29
9653,1931,UserId,27,3,2024-12-29
9654,1931,ExceptionType,DbUpdateException,3,2024-12-29
9655,1931,CorrelationId,865757-1931,3,2024-12-29
9656,1932,Feature,CreateSucursalCommandHandler,3,2026-05-20
9657,1932,SucursalId,408,3,2026-05-20
9658,1932,UserId,93,3,2026-05-20
9659,1932,ExceptionType,InvalidOperationException,3,2026-05-20
9660,1932,CorrelationId,133631-1932,3,2026-05-20
9661,1933,Feature,UpdateSucursalCommandHandler,3,2026-01-30
9662,1933,SucursalId,143,3,2026-01-30
9663,1933,UserId,144,3,2026-01-30
9664,1933,ExceptionType,SmtpException,3,2026-01-30
9665,1933,CorrelationId,334012-1933,3,2026-01-30
9666,1934,Feature,CreateSucursalCommandHandler,3,2026-05-08
9667,1934,SucursalId,538,3,2026-05-08
9668,1934,UserId,134,3,2026-05-08
9669,1934,ExceptionType,InvalidOperationException,3,2026-05-08
9670,1934,CorrelationId,187267-1934,3,2026-05-08
9671,1935,Feature,EmailService.SendAsync,3,2024-06-24
9672,1935,SucursalId,558,3,2024-06-24
9673,1935,UserId,75,3,2024-06-24
9674,1935,ExceptionType,InvalidOperationException,3,2024-06-24
9675,1935,CorrelationId,292824-1935,3,2024-06-24
9676,1936,Feature,CompensationRequestExportQueryHandler,3,2024-01-03
9677,1936,SucursalId,303,3,2024-01-03
9678,1936,UserId,141,3,2024-01-03
9679,1936,ExceptionType,SmtpException,3,2024-01-03
9680,1936,CorrelationId,365692-1936,3,2024-01-03
9681,1937,Feature,UpdateSucursalCommandHandler,3,2026-04-29
9682,1937,SucursalId,781,3,2026-04-29
9683,1937,UserId,111,3,2026-04-29
9684,1937,ExceptionType,SmtpException,3,2026-04-29
9685,1937,CorrelationId,442094-1937,3,2026-04-29
9686,1938,Feature,CreateLocalidadCommandHandler,3,2024-03-08
9687,1938,SucursalId,94,3,2024-03-08
9688,1938,UserId,85,3,2024-03-08
9689,1938,ExceptionType,ArgumentException,3,2024-03-08
9690,1938,CorrelationId,119210-1938,3,2024-03-08
9691,1939,Feature,BulkCreateSucursalesCommandHandler,3,2025-01-07
9692,1939,SucursalId,788,3,2025-01-07
9693,1939,UserId,138,3,2025-01-07
9694,1939,ExceptionType,DbUpdateException,3,2025-01-07
9695,1939,CorrelationId,844494-1939,3,2025-01-07
9696,1940,Feature,CreateUserCommandHandler,3,2024-05-11
9697,1940,SucursalId,215,3,2024-05-11
9698,1940,UserId,4,3,2024-05-11
9699,1940,ExceptionType,SmtpException,3,2024-05-11
9700,1940,CorrelationId,111256-1940,3,2024-05-11
9701,1941,Feature,CreateSucursalCommandHandler,3,2025-04-07
9702,1941,SucursalId,237,3,2025-04-07
9703,1941,UserId,136,3,2025-04-07
9704,1941,ExceptionType,ArgumentException,3,2025-04-07
9705,1941,CorrelationId,839654-1941,3,2025-04-07
9706,1942,Feature,VerifyEmailCommandHandler,3,2024-07-13
9707,1942,SucursalId,339,3,2024-07-13
9708,1942,UserId,117,3,2024-07-13
9709,1942,ExceptionType,ArgumentException,3,2024-07-13
9710,1942,CorrelationId,555856-1942,3,2024-07-13
9711,1943,Feature,CreateSucursalCommandHandler,3,2026-02-24
9712,1943,SucursalId,727,3,2026-02-24
9713,1943,UserId,107,3,2026-02-24
9714,1943,ExceptionType,InvalidOperationException,3,2026-02-24
9715,1943,CorrelationId,229989-1943,3,2026-02-24
9716,1944,Feature,EmailService.SendAsync,3,2025-03-08
9717,1944,SucursalId,10,3,2025-03-08
9718,1944,UserId,79,3,2025-03-08
9719,1944,ExceptionType,InvalidOperationException,3,2025-03-08
9720,1944,CorrelationId,999812-1944,3,2025-03-08
9721,1945,Feature,VerifyEmailCommandHandler,3,2024-01-02
9722,1945,SucursalId,399,3,2024-01-02
9723,1945,UserId,5,3,2024-01-02
9724,1945,ExceptionType,SmtpException,3,2024-01-02
9725,1945,CorrelationId,509955-1945,3,2024-01-02
9726,1946,Feature,VerifyEmailCommandHandler,3,2024-09-27
9727,1946,SucursalId,566,3,2024-09-27
9728,1946,UserId,85,3,2024-09-27
9729,1946,ExceptionType,ArgumentException,3,2024-09-27
9730,1946,CorrelationId,445188-1946,3,2024-09-27
9731,1947,Feature,VerifyEmailCommandHandler,3,2026-01-16
9732,1947,SucursalId,423,3,2026-01-16
9733,1947,UserId,149,3,2026-01-16
9734,1947,ExceptionType,ArgumentException,3,2026-01-16
9735,1947,CorrelationId,714831-1947,3,2026-01-16
9736,1948,Feature,CreateSucursalCommandHandler,3,2024-05-12
9737,1948,SucursalId,670,3,2024-05-12
9738,1948,UserId,5,3,2024-05-12
9739,1948,ExceptionType,SmtpException,3,2024-05-12
9740,1948,CorrelationId,745161-1948,3,2024-05-12
9741,1949,Feature,CreateUserCommandHandler,3,2025-08-09
9742,1949,SucursalId,167,3,2025-08-09
9743,1949,UserId,85,3,2025-08-09
9744,1949,ExceptionType,DbUpdateException,3,2025-08-09
9745,1949,CorrelationId,490571-1949,3,2025-08-09
9746,1950,Feature,UpdateSucursalCommandHandler,3,2024-06-12
9747,1950,SucursalId,516,3,2024-06-12
9748,1950,UserId,84,3,2024-06-12
9749,1950,ExceptionType,InvalidOperationException,3,2024-06-12
9750,1950,CorrelationId,578181-1950,3,2024-06-12
9751,1951,Feature,CreateLocalidadCommandHandler,3,2025-10-25
9752,1951,SucursalId,717,3,2025-10-25
9753,1951,UserId,15,3,2025-10-25
9754,1951,ExceptionType,SmtpException,3,2025-10-25
9755,1951,CorrelationId,524245-1951,3,2025-10-25
9756,1952,Feature,CreateUserCommandHandler,3,2024-06-27
9757,1952,SucursalId,791,3,2024-06-27
9758,1952,UserId,12,3,2024-06-27
9759,1952,ExceptionType,ArgumentException,3,2024-06-27
9760,1952,CorrelationId,191162-1952,3,2024-06-27
9761,1953,Feature,CreateLocalidadCommandHandler,3,2024-04-28
9762,1953,SucursalId,703,3,2024-04-28
9763,1953,UserId,130,3,2024-04-28
9764,1953,ExceptionType,SmtpException,3,2024-04-28
9765,1953,CorrelationId,975376-1953,3,2024-04-28
9766,1954,Feature,UpdateSucursalCommandHandler,3,2024-07-04
9767,1954,SucursalId,227,3,2024-07-04
9768,1954,UserId,11,3,2024-07-04
9769,1954,ExceptionType,SmtpException,3,2024-07-04
9770,1954,CorrelationId,389784-1954,3,2024-07-04
9771,1955,Feature,CreateSucursalCommandHandler,3,2025-06-28
9772,1955,SucursalId,547,3,2025-06-28
9773,1955,UserId,92,3,2025-06-28
9774,1955,ExceptionType,ArgumentException,3,2025-06-28
9775,1955,CorrelationId,841027-1955,3,2025-06-28
9776,1956,Feature,EmailService.SendAsync,3,2026-02-16
9777,1956,SucursalId,135,3,2026-02-16
9778,1956,UserId,80,3,2026-02-16
9779,1956,ExceptionType,InvalidOperationException,3,2026-02-16
9780,1956,CorrelationId,485850-1956,3,2026-02-16
9781,1957,Feature,VerifyEmailCommandHandler,3,2025-12-20
9782,1957,SucursalId,47,3,2025-12-20
9783,1957,UserId,47,3,2025-12-20
9784,1957,ExceptionType,DbUpdateException,3,2025-12-20
9785,1957,CorrelationId,690904-1957,3,2025-12-20
9786,1958,Feature,BulkCreateSucursalesCommandHandler,3,2025-02-20
9787,1958,SucursalId,460,3,2025-02-20
9788,1958,UserId,49,3,2025-02-20
9789,1958,ExceptionType,InvalidOperationException,3,2025-02-20
9790,1958,CorrelationId,119211-1958,3,2025-02-20
9791,1959,Feature,EmailService.SendAsync,3,2025-12-26
9792,1959,SucursalId,257,3,2025-12-26
9793,1959,UserId,114,3,2025-12-26
9794,1959,ExceptionType,ArgumentException,3,2025-12-26
9795,1959,CorrelationId,192026-1959,3,2025-12-26
9796,1960,Feature,CreateLocalidadCommandHandler,3,2025-02-02
9797,1960,SucursalId,775,3,2025-02-02
9798,1960,UserId,10,3,2025-02-02
9799,1960,ExceptionType,ArgumentException,3,2025-02-02
9800,1960,CorrelationId,465565-1960,3,2025-02-02
9801,1961,Feature,BulkCreateSucursalesCommandHandler,3,2025-11-06
9802,1961,SucursalId,389,3,2025-11-06
9803,1961,UserId,52,3,2025-11-06
9804,1961,ExceptionType,SmtpException,3,2025-11-06
9805,1961,CorrelationId,163740-1961,3,2025-11-06
9806,1962,Feature,CompensationRequestExportQueryHandler,3,2024-01-08
9807,1962,SucursalId,134,3,2024-01-08
9808,1962,UserId,19,3,2024-01-08
9809,1962,ExceptionType,InvalidOperationException,3,2024-01-08
9810,1962,CorrelationId,107374-1962,3,2024-01-08
9811,1963,Feature,EmailService.SendAsync,3,2025-12-04
9812,1963,SucursalId,766,3,2025-12-04
9813,1963,UserId,30,3,2025-12-04
9814,1963,ExceptionType,InvalidOperationException,3,2025-12-04
9815,1963,CorrelationId,866008-1963,3,2025-12-04
9816,1964,Feature,CompensationRequestExportQueryHandler,3,2026-05-07
9817,1964,SucursalId,108,3,2026-05-07
9818,1964,UserId,120,3,2026-05-07
9819,1964,ExceptionType,SmtpException,3,2026-05-07
9820,1964,CorrelationId,151001-1964,3,2026-05-07
9821,1965,Feature,CompensationRequestExportQueryHandler,3,2026-03-12
9822,1965,SucursalId,526,3,2026-03-12
9823,1965,UserId,38,3,2026-03-12
9824,1965,ExceptionType,DbUpdateException,3,2026-03-12
9825,1965,CorrelationId,869529-1965,3,2026-03-12
9826,1966,Feature,EmailService.SendAsync,3,2025-10-20
9827,1966,SucursalId,792,3,2025-10-20
9828,1966,UserId,140,3,2025-10-20
9829,1966,ExceptionType,DbUpdateException,3,2025-10-20
9830,1966,CorrelationId,913634-1966,3,2025-10-20
9831,1967,Feature,CreateUserCommandHandler,3,2024-08-28
9832,1967,SucursalId,9,3,2024-08-28
9833,1967,UserId,146,3,2024-08-28
9834,1967,ExceptionType,ArgumentException,3,2024-08-28
9835,1967,CorrelationId,593107-1967,3,2024-08-28
9836,1968,Feature,VerifyEmailCommandHandler,3,2024-08-30
9837,1968,SucursalId,474,3,2024-08-30
9838,1968,UserId,81,3,2024-08-30
9839,1968,ExceptionType,DbUpdateException,3,2024-08-30
9840,1968,CorrelationId,390564-1968,3,2024-08-30
9841,1969,Feature,EmailService.SendAsync,3,2024-04-22
9842,1969,SucursalId,139,3,2024-04-22
9843,1969,UserId,110,3,2024-04-22
9844,1969,ExceptionType,DbUpdateException,3,2024-04-22
9845,1969,CorrelationId,398644-1969,3,2024-04-22
9846,1970,Feature,CreateLocalidadCommandHandler,3,2025-10-31
9847,1970,SucursalId,32,3,2025-10-31
9848,1970,UserId,101,3,2025-10-31
9849,1970,ExceptionType,InvalidOperationException,3,2025-10-31
9850,1970,CorrelationId,457441-1970,3,2025-10-31
9851,1971,Feature,CreateLocalidadCommandHandler,3,2025-08-16
9852,1971,SucursalId,621,3,2025-08-16
9853,1971,UserId,119,3,2025-08-16
9854,1971,ExceptionType,SmtpException,3,2025-08-16
9855,1971,CorrelationId,481549-1971,3,2025-08-16
9856,1972,Feature,CreateUserCommandHandler,3,2025-06-02
9857,1972,SucursalId,427,3,2025-06-02
9858,1972,UserId,85,3,2025-06-02
9859,1972,ExceptionType,ArgumentException,3,2025-06-02
9860,1972,CorrelationId,496798-1972,3,2025-06-02
9861,1973,Feature,CreateUserCommandHandler,3,2025-05-03
9862,1973,SucursalId,501,3,2025-05-03
9863,1973,UserId,10,3,2025-05-03
9864,1973,ExceptionType,ArgumentException,3,2025-05-03
9865,1973,CorrelationId,564368-1973,3,2025-05-03
9866,1974,Feature,CompensationRequestExportQueryHandler,3,2025-10-29
9867,1974,SucursalId,97,3,2025-10-29
9868,1974,UserId,100,3,2025-10-29
9869,1974,ExceptionType,DbUpdateException,3,2025-10-29
9870,1974,CorrelationId,789531-1974,3,2025-10-29
9871,1975,Feature,CreateUserCommandHandler,3,2024-01-27
9872,1975,SucursalId,161,3,2024-01-27
9873,1975,UserId,150,3,2024-01-27
9874,1975,ExceptionType,InvalidOperationException,3,2024-01-27
9875,1975,CorrelationId,306958-1975,3,2024-01-27
9876,1976,Feature,CreateSucursalCommandHandler,3,2026-01-02
9877,1976,SucursalId,419,3,2026-01-02
9878,1976,UserId,49,3,2026-01-02
9879,1976,ExceptionType,DbUpdateException,3,2026-01-02
9880,1976,CorrelationId,236205-1976,3,2026-01-02
9881,1977,Feature,UpdateSucursalCommandHandler,3,2025-07-21
9882,1977,SucursalId,784,3,2025-07-21
9883,1977,UserId,23,3,2025-07-21
9884,1977,ExceptionType,SmtpException,3,2025-07-21
9885,1977,CorrelationId,430365-1977,3,2025-07-21
9886,1978,Feature,CreateLocalidadCommandHandler,3,2024-07-19
9887,1978,SucursalId,639,3,2024-07-19
9888,1978,UserId,73,3,2024-07-19
9889,1978,ExceptionType,SmtpException,3,2024-07-19
9890,1978,CorrelationId,263446-1978,3,2024-07-19
9891,1979,Feature,UpdateSucursalCommandHandler,3,2024-09-25
9892,1979,SucursalId,275,3,2024-09-25
9893,1979,UserId,63,3,2024-09-25
9894,1979,ExceptionType,SmtpException,3,2024-09-25
9895,1979,CorrelationId,178471-1979,3,2024-09-25
9896,1980,Feature,CreateSucursalCommandHandler,3,2024-10-26
9897,1980,SucursalId,322,3,2024-10-26
9898,1980,UserId,92,3,2024-10-26
9899,1980,ExceptionType,DbUpdateException,3,2024-10-26
9900,1980,CorrelationId,828614-1980,3,2024-10-26
9901,1981,Feature,UpdateSucursalCommandHandler,3,2025-04-07
9902,1981,SucursalId,421,3,2025-04-07
9903,1981,UserId,11,3,2025-04-07
9904,1981,ExceptionType,ArgumentException,3,2025-04-07
9905,1981,CorrelationId,593107-1981,3,2025-04-07
9906,1982,Feature,VerifyEmailCommandHandler,3,2024-09-14
9907,1982,SucursalId,578,3,2024-09-14
9908,1982,UserId,93,3,2024-09-14
9909,1982,ExceptionType,DbUpdateException,3,2024-09-14
9910,1982,CorrelationId,938148-1982,3,2024-09-14
9911,1983,Feature,UpdateSucursalCommandHandler,3,2025-04-26
9912,1983,SucursalId,578,3,2025-04-26
9913,1983,UserId,142,3,2025-04-26
9914,1983,ExceptionType,ArgumentException,3,2025-04-26
9915,1983,CorrelationId,765706-1983,3,2025-04-26
9916,1984,Feature,CreateSucursalCommandHandler,3,2024-05-31
9917,1984,SucursalId,31,3,2024-05-31
9918,1984,UserId,84,3,2024-05-31
9919,1984,ExceptionType,SmtpException,3,2024-05-31
9920,1984,CorrelationId,208389-1984,3,2024-05-31
9921,1985,Feature,CreateUserCommandHandler,3,2024-06-06
9922,1985,SucursalId,396,3,2024-06-06
9923,1985,UserId,94,3,2024-06-06
9924,1985,ExceptionType,DbUpdateException,3,2024-06-06
9925,1985,CorrelationId,397044-1985,3,2024-06-06
9926,1986,Feature,CreateSucursalCommandHandler,3,2025-03-05
9927,1986,SucursalId,379,3,2025-03-05
9928,1986,UserId,95,3,2025-03-05
9929,1986,ExceptionType,DbUpdateException,3,2025-03-05
9930,1986,CorrelationId,708837-1986,3,2025-03-05
9931,1987,Feature,CreateUserCommandHandler,3,2024-12-06
9932,1987,SucursalId,7,3,2024-12-06
9933,1987,UserId,110,3,2024-12-06
9934,1987,ExceptionType,SmtpException,3,2024-12-06
9935,1987,CorrelationId,622630-1987,3,2024-12-06
9936,1988,Feature,VerifyEmailCommandHandler,3,2025-05-13
9937,1988,SucursalId,662,3,2025-05-13
9938,1988,UserId,60,3,2025-05-13
9939,1988,ExceptionType,SmtpException,3,2025-05-13
9940,1988,CorrelationId,529855-1988,3,2025-05-13
9941,1989,Feature,CreateSucursalCommandHandler,3,2026-05-28
9942,1989,SucursalId,37,3,2026-05-28
9943,1989,UserId,106,3,2026-05-28
9944,1989,ExceptionType,ArgumentException,3,2026-05-28
9945,1989,CorrelationId,644786-1989,3,2026-05-28
9946,1990,Feature,EmailService.SendAsync,3,2024-07-01
9947,1990,SucursalId,435,3,2024-07-01
9948,1990,UserId,37,3,2024-07-01
9949,1990,ExceptionType,ArgumentException,3,2024-07-01
9950,1990,CorrelationId,292667-1990,3,2024-07-01
9951,1991,Feature,CompensationRequestExportQueryHandler,3,2025-12-03
9952,1991,SucursalId,693,3,2025-12-03
9953,1991,UserId,87,3,2025-12-03
9954,1991,ExceptionType,SmtpException,3,2025-12-03
9955,1991,CorrelationId,209244-1991,3,2025-12-03
9956,1992,Feature,CompensationRequestExportQueryHandler,3,2025-04-13
9957,1992,SucursalId,349,3,2025-04-13
9958,1992,UserId,18,3,2025-04-13
9959,1992,ExceptionType,InvalidOperationException,3,2025-04-13
9960,1992,CorrelationId,140551-1992,3,2025-04-13
9961,1993,Feature,VerifyEmailCommandHandler,3,2024-02-27
9962,1993,SucursalId,469,3,2024-02-27
9963,1993,UserId,9,3,2024-02-27
9964,1993,ExceptionType,SmtpException,3,2024-02-27
9965,1993,CorrelationId,271536-1993,3,2024-02-27
9966,1994,Feature,CreateUserCommandHandler,3,2024-04-27
9967,1994,SucursalId,603,3,2024-04-27
9968,1994,UserId,60,3,2024-04-27
9969,1994,ExceptionType,InvalidOperationException,3,2024-04-27
9970,1994,CorrelationId,706067-1994,3,2024-04-27
9971,1995,Feature,BulkCreateSucursalesCommandHandler,3,2025-01-21
9972,1995,SucursalId,230,3,2025-01-21
9973,1995,UserId,87,3,2025-01-21
9974,1995,ExceptionType,SmtpException,3,2025-01-21
9975,1995,CorrelationId,189170-1995,3,2025-01-21
9976,1996,Feature,CreateSucursalCommandHandler,3,2024-06-12
9977,1996,SucursalId,524,3,2024-06-12
9978,1996,UserId,38,3,2024-06-12
9979,1996,ExceptionType,InvalidOperationException,3,2024-06-12
9980,1996,CorrelationId,784057-1996,3,2024-06-12
9981,1997,Feature,CompensationRequestExportQueryHandler,3,2025-04-19
9982,1997,SucursalId,293,3,2025-04-19
9983,1997,UserId,81,3,2025-04-19
9984,1997,ExceptionType,DbUpdateException,3,2025-04-19
9985,1997,CorrelationId,614846-1997,3,2025-04-19
9986,1998,Feature,UpdateSucursalCommandHandler,3,2026-01-22
9987,1998,SucursalId,410,3,2026-01-22
9988,1998,UserId,16,3,2026-01-22
9989,1998,ExceptionType,InvalidOperationException,3,2026-01-22
9990,1998,CorrelationId,266492-1998,3,2026-01-22
9991,1999,Feature,CreateSucursalCommandHandler,3,2025-12-10
9992,1999,SucursalId,432,3,2025-12-10
9993,1999,UserId,43,3,2025-12-10
9994,1999,ExceptionType,ArgumentException,3,2025-12-10
9995,1999,CorrelationId,405278-1999,3,2025-12-10
9996,2000,Feature,CreateLocalidadCommandHandler,3,2024-09-21
9997,2000,SucursalId,503,3,2024-09-21
9998,2000,UserId,70,3,2024-09-21
9999,2000,ExceptionType,ArgumentException,3,2024-09-21
10000,2000,CorrelationId,985671-2000,3,2024-09-21
10001,2001,Feature,CreateSucursalCommandHandler,3,2025-08-04
10002,2001,SucursalId,451,3,2025-08-04
10003,2001,UserId,68,3,2025-08-04
10004,2001,ExceptionType,DbUpdateException,3,2025-08-04
10005,2001,CorrelationId,956235-2001,3,2025-08-04
10006,2002,Feature,CompensationRequestExportQueryHandler,3,2024-12-16
10007,2002,SucursalId,481,3,2024-12-16
10008,2002,UserId,65,3,2024-12-16
10009,2002,ExceptionType,SmtpException,3,2024-12-16
10010,2002,CorrelationId,674048-2002,3,2024-12-16
10011,2003,Feature,VerifyEmailCommandHandler,3,2025-07-03
10012,2003,SucursalId,491,3,2025-07-03
10013,2003,UserId,82,3,2025-07-03
10014,2003,ExceptionType,SmtpException,3,2025-07-03
10015,2003,CorrelationId,913103-2003,3,2025-07-03
10016,2004,Feature,UpdateSucursalCommandHandler,3,2026-06-07
10017,2004,SucursalId,559,3,2026-06-07
10018,2004,UserId,40,3,2026-06-07
10019,2004,ExceptionType,DbUpdateException,3,2026-06-07
10020,2004,CorrelationId,262595-2004,3,2026-06-07
10021,2005,Feature,UpdateSucursalCommandHandler,3,2025-02-12
10022,2005,SucursalId,704,3,2025-02-12
10023,2005,UserId,103,3,2025-02-12
10024,2005,ExceptionType,SmtpException,3,2025-02-12
10025,2005,CorrelationId,369649-2005,3,2025-02-12
10026,2006,Feature,CreateUserCommandHandler,3,2024-05-02
10027,2006,SucursalId,661,3,2024-05-02
10028,2006,UserId,20,3,2024-05-02
10029,2006,ExceptionType,SmtpException,3,2024-05-02
10030,2006,CorrelationId,134891-2006,3,2024-05-02
10031,2007,Feature,CreateSucursalCommandHandler,3,2024-12-08
