CompensationRequestErrorId,CompensationRequestId,ErrorId,Description,CreatedAt
1299,1299,2,Token expirado,2025-05-06
1300,1300,3,SMTP timeout,2026-05-30
1301,1301,2,SMTP timeout,2024-02-08
1302,1302,1,SocialNetworkId inválido,2024-05-23
1303,1303,2,Email inválido,2024-11-10
1304,1304,1,Token expirado,2026-03-26
1305,1305,1,DbUpdateException,2024-05-09
1306,1306,2,Validation failed,2024-01-06
1307,1307,2,Email inválido,2024-02-25
1308,1308,2,SMTP timeout,2026-06-06
1309,1309,2,Validation failed,2026-05-04
1310,1310,2,Token expirado,2025-05-14
1311,1311,1,Token expirado,2025-03-02
1312,1312,3,Validation failed,2024-10-22
1313,1313,3,SMTP timeout,2024-08-01
1314,1314,3,CSV export format not supported,2024-10-23
1315,1315,2,Email inválido,2024-03-24
1316,1316,2,Validation failed,2024-08-05
1317,1317,3,DbUpdateException,2026-03-14
1318,1318,3,Validation failed,2025-09-15
1319,1319,2,CSV export format not supported,2025-02-07
1320,1320,2,Localidad inexistente,2025-05-24
1321,1321,2,Localidad inexistente,2024-10-07
1322,1322,3,Validation failed,2024-07-31
1323,1323,1,SMTP timeout,2026-03-02
1324,1324,3,Email inválido,2025-12-20
1325,1325,2,SocialNetworkId inválido,2024-08-08
1326,1326,1,CSV export format not supported,2024-10-26
1327,1327,1,Validation failed,2024-12-02
1328,1328,1,Localidad inexistente,2025-02-14
1329,1329,3,CSV export format not supported,2024-10-05
1330,1330,2,SocialNetworkId inválido,2024-02-16
1331,1331,3,SocialNetworkId inválido,2024-08-09
1332,1332,3,Localidad inexistente,2025-11-01
1333,1333,3,SocialNetworkId inválido,2025-06-26
1334,1334,2,Email inválido,2025-09-08
1335,1335,1,Email inválido,2025-07-20
1336,1336,3,CSV export format not supported,2025-12-13
1337,1337,2,CSV export format not supported,2024-03-22
1338,1338,3,SMTP timeout,2025-11-29
1339,1339,1,SocialNetworkId inválido,2025-07-22
1340,1340,3,Email inválido,2024-05-19
1341,1341,2,Email inválido,2025-01-24
1342,1342,3,SocialNetworkId inválido,2025-09-21
1343,1343,2,SocialNetworkId inválido,2025-10-18
1344,1344,2,SMTP timeout,2024-12-05
1345,1345,2,SMTP timeout,2024-09-16
1346,1346,2,CSV export format not supported,2024-05-22
1347,1347,2,DbUpdateException,2025-06-22
1348,1348,2,Validation failed,2024-02-01
1349,1349,2,SMTP timeout,2025-01-07
1350,1350,3,Validation failed,2025-02-03
1351,1351,1,DbUpdateException,2025-05-02
1352,1352,3,SMTP timeout,2025-01-22
1353,1353,1,Validation failed,2026-04-07
1354,1354,3,CSV export format not supported,2024-10-05
1355,1355,1,SocialNetworkId inválido,2025-04-28
1356,1356,1,DbUpdateException,2024-05-26
1357,1357,1,Localidad inexistente,2026-06-06
1358,1358,2,Email inválido,2026-01-13
1359,1359,3,Email inválido,2025-11-14
1360,1360,2,Localidad inexistente,2024-06-17
1361,1361,2,Email inválido,2025-07-23
1362,1362,2,Token expirado,2024-03-15
1363,1363,1,DbUpdateException,2024-12-06
1364,1364,3,Localidad inexistente,2025-04-10
1365,1365,2,Email inválido,2025-01-29
1366,1366,3,DbUpdateException,2024-05-29
1367,1367,3,Token expirado,2025-08-12
1368,1368,3,Localidad inexistente,2026-02-25
1369,1369,2,Validation failed,2025-10-14
1370,1370,2,Email inválido,2024-02-19
1371,1371,2,Validation failed,2024-02-14
1372,1372,2,SMTP timeout,2025-07-27
1373,1373,3,Validation failed,2024-10-14
1374,1374,3,Localidad inexistente,2026-05-07
1375,1375,1,Localidad inexistente,2024-05-24
1376,1376,1,Token expirado,2025-12-27
1377,1377,2,Validation failed,2025-07-01
1378,1378,2,Email inválido,2024-06-15
1379,1379,1,SocialNetworkId inválido,2025-09-06
1380,1380,2,Validation failed,2025-01-31
1381,1381,2,SMTP timeout,2024-06-10
1382,1382,3,SocialNetworkId inválido,2025-02-21
1383,1383,2,Validation failed,2025-01-26
1384,1384,2,DbUpdateException,2024-05-04
1385,1385,1,SocialNetworkId inválido,2024-06-03
1386,1386,2,SocialNetworkId inválido,2025-01-17
1387,1387,2,Validation failed,2025-12-26
1388,1388,3,Token expirado,2026-01-05
1389,1389,3,Email inválido,2025-04-05
1390,1390,3,CSV export format not supported,2026-01-30
1391,1391,2,Email inválido,2024-12-05
1392,1392,3,SocialNetworkId inválido,2024-12-27
1393,1393,2,Validation failed,2025-03-14
1394,1394,3,Localidad inexistente,2024-03-29
1395,1395,3,CSV export format not supported,2024-05-15
1396,1396,3,Token expirado,2025-10-06
1397,1397,2,SocialNetworkId inválido,2025-05-12
1398,1398,1,SocialNetworkId inválido,2025-06-08
1399,1399,3,CSV export format not supported,2024-01-23
1400,1400,3,Email inválido,2026-02-09
1401,1401,3,Validation failed,2024-12-18
1402,1402,1,Validation failed,2025-05-17
1403,1403,1,Localidad inexistente,2025-06-20
1404,1404,1,Email inválido,2025-03-14
1405,1405,2,CSV export format not supported,2024-10-13
1406,1406,3,CSV export format not supported,2025-01-30
1407,1407,3,Token expirado,2024-06-17
1408,1408,3,Validation failed,2024-05-21
1409,1409,1,SMTP timeout,2024-05-26
1410,1410,3,Email inválido,2024-08-24
1411,1411,2,Localidad inexistente,2024-05-14
1412,1412,3,DbUpdateException,2025-04-17
1413,1413,1,Localidad inexistente,2026-06-17
1414,1414,1,CSV export format not supported,2025-10-27
1415,1415,3,DbUpdateException,2025-03-31
1416,1416,1,Validation failed,2026-02-23
1417,1417,3,Localidad inexistente,2024-01-05
1418,1418,3,Email inválido,2024-10-01
1419,1419,3,Validation failed,2025-08-13
1420,1420,3,DbUpdateException,2024-01-09
1421,1421,2,SocialNetworkId inválido,2025-01-14
1422,1422,1,Token expirado,2025-01-13
1423,1423,1,Localidad inexistente,2024-12-05
1424,1424,1,DbUpdateException,2024-09-18
1425,1425,3,Email inválido,2025-06-05
1426,1426,2,Token expirado,2025-10-23
1427,1427,3,Validation failed,2025-10-16
1428,1428,2,SocialNetworkId inválido,2026-05-10
1429,1429,3,CSV export format not supported,2025-11-03
1430,1430,2,SocialNetworkId inválido,2025-01-09
1431,1431,2,Email inválido,2026-05-01
1432,1432,2,Token expirado,2026-06-09
1433,1433,2,Validation failed,2024-09-18
1434,1434,3,DbUpdateException,2025-01-08
1435,1435,3,Token expirado,2024-05-25
1436,1436,2,Validation failed,2024-12-04
1437,1437,1,Token expirado,2026-04-14
1438,1438,2,DbUpdateException,2025-05-05
1439,1439,2,Validation failed,2024-11-23
1440,1440,1,CSV export format not supported,2025-07-11
1441,1441,3,CSV export format not supported,2026-04-28
1442,1442,3,SMTP timeout,2026-02-12
1443,1443,1,Localidad inexistente,2025-05-31
1444,1444,3,SMTP timeout,2024-02-19
1445,1445,1,CSV export format not supported,2026-06-28
1446,1446,3,Validation failed,2025-11-25
1447,1447,3,DbUpdateException,2026-03-01
1448,1448,2,Localidad inexistente,2026-05-25
1449,1449,3,Validation failed,2024-06-14
1450,1450,1,SocialNetworkId inválido,2024-07-24
1451,1451,2,Validation failed,2024-01-22
1452,1452,1,Localidad inexistente,2026-03-18
1453,1453,2,Localidad inexistente,2026-04-28
1454,1454,3,Token expirado,2025-08-08
1455,1455,3,CSV export format not supported,2024-10-22
1456,1456,2,Validation failed,2025-08-07
1457,1457,3,SMTP timeout,2025-01-31
1458,1458,2,SMTP timeout,2024-05-22
1459,1459,3,CSV export format not supported,2024-12-07
1460,1460,3,Localidad inexistente,2024-02-05
1461,1461,3,SocialNetworkId inválido,2025-11-13
1462,1462,3,Email inválido,2026-04-23
1463,1463,3,Validation failed,2024-11-23
1464,1464,2,SocialNetworkId inválido,2024-02-28
1465,1465,2,SMTP timeout,2024-01-04
1466,1466,2,Localidad inexistente,2024-10-12
1467,1467,2,Email inválido,2024-08-13
1468,1468,1,Validation failed,2026-03-18
1469,1469,2,DbUpdateException,2026-06-04
1470,1470,1,Email inválido,2026-04-28
1471,1471,3,SMTP timeout,2024-07-26
1472,1472,2,CSV export format not supported,2024-11-11
1473,1473,1,Validation failed,2024-01-30
1474,1474,1,Validation failed,2025-02-11
1475,1475,2,CSV export format not supported,2024-03-30
1476,1476,2,Email inválido,2025-03-11
1477,1477,1,CSV export format not supported,2026-04-16
1478,1478,1,Token expirado,2024-11-21
1479,1479,3,DbUpdateException,2024-11-26
1480,1480,2,Localidad inexistente,2025-01-13
1481,1481,3,Token expirado,2026-03-02
1482,1482,1,Validation failed,2024-03-12
1483,1483,3,Localidad inexistente,2025-10-25
1484,1484,3,DbUpdateException,2024-02-14
1485,1485,2,Localidad inexistente,2026-05-05
1486,1486,1,SMTP timeout,2024-05-24
1487,1487,3,DbUpdateException,2025-06-03
1488,1488,1,SMTP timeout,2025-10-20
1489,1489,1,Localidad inexistente,2024-05-01
1490,1490,1,Validation failed,2026-04-11
1491,1491,3,Localidad inexistente,2024-09-01
1492,1492,3,Validation failed,2025-02-04
1493,1493,2,Token expirado,2025-01-24
1494,1494,2,Validation failed,2024-12-04
1495,1495,2,Token expirado,2024-07-22
1496,1496,3,Token expirado,2025-05-21
1497,1497,1,Email inválido,2025-01-08
1498,1498,2,Token expirado,2026-04-29
1499,1499,2,Token expirado,2026-01-11
1500,1500,1,Localidad inexistente,2024-10-02
1501,1501,2,CSV export format not supported,2025-09-09
1502,1502,3,Localidad inexistente,2025-08-27
1503,1503,3,Token expirado,2024-05-21
1504,1504,1,DbUpdateException,2024-12-17
1505,1505,2,Email inválido,2024-05-22
1506,1506,3,SocialNetworkId inválido,2024-03-21
1507,1507,2,DbUpdateException,2026-06-08
1508,1508,1,SocialNetworkId inválido,2025-11-22
1509,1509,3,Token expirado,2025-06-25
1510,1510,1,Email inválido,2026-02-13
1511,1511,2,CSV export format not supported,2024-11-07
1512,1512,1,Email inválido,2024-07-09
1513,1513,1,CSV export format not supported,2026-05-13
1514,1514,1,Localidad inexistente,2025-03-11
1515,1515,2,Localidad inexistente,2026-03-13
1516,1516,1,Token expirado,2026-05-02
1517,1517,2,SMTP timeout,2024-12-09
1518,1518,1,DbUpdateException,2026-04-03
1519,1519,3,SMTP timeout,2025-05-29
1520,1520,3,SMTP timeout,2024-10-31
1521,1521,2,CSV export format not supported,2025-04-27
1522,1522,2,DbUpdateException,2026-01-05
1523,1523,3,Email inválido,2024-11-02
1524,1524,1,Validation failed,2024-05-01
1525,1525,2,SocialNetworkId inválido,2025-04-23
1526,1526,3,CSV export format not supported,2025-03-13
1527,1527,1,Token expirado,2024-04-10
1528,1528,1,CSV export format not supported,2025-05-10
1529,1529,2,Token expirado,2024-10-26
1530,1530,3,SMTP timeout,2024-02-22
1531,1531,1,DbUpdateException,2025-05-21
1532,1532,2,Localidad inexistente,2025-02-13
1533,1533,2,DbUpdateException,2025-02-21
1534,1534,1,Email inválido,2025-03-10
1535,1535,3,Email inválido,2024-03-14
1536,1536,1,SocialNetworkId inválido,2024-04-12
1537,1537,1,SocialNetworkId inválido,2026-03-26
1538,1538,1,Email inválido,2026-03-09
1539,1539,1,CSV export format not supported,2026-01-25
1540,1540,1,SocialNetworkId inválido,2024-02-13
1541,1541,2,Localidad inexistente,2024-04-26
1542,1542,2,SocialNetworkId inválido,2024-08-09
1543,1543,2,Validation failed,2025-10-20
1544,1544,1,CSV export format not supported,2024-12-12
1545,1545,3,SMTP timeout,2025-04-01
1546,1546,2,CSV export format not supported,2024-04-19
1547,1547,2,CSV export format not supported,2025-01-07
1548,1548,3,Validation failed,2025-12-04
1549,1549,1,Localidad inexistente,2024-06-29
1550,1550,1,SMTP timeout,2025-04-13
1551,1551,2,Email inválido,2024-08-20
1552,1552,2,CSV export format not supported,2026-05-11
1553,1553,1,DbUpdateException,2025-07-26
1554,1554,3,SMTP timeout,2026-01-16
1555,1555,3,Token expirado,2025-10-21
1556,1556,3,SocialNetworkId inválido,2024-09-27
1557,1557,2,Email inválido,2024-05-11
1558,1558,3,Localidad inexistente,2025-12-14
1559,1559,2,Localidad inexistente,2025-08-13
1560,1560,2,Token expirado,2024-05-07
1561,1561,1,Validation failed,2025-09-26
1562,1562,3,SocialNetworkId inválido,2026-06-01
1563,1563,3,SocialNetworkId inválido,2026-05-02
1564,1564,3,SocialNetworkId inválido,2025-02-24
1565,1565,1,SocialNetworkId inválido,2025-06-27
1566,1566,2,SMTP timeout,2024-03-19
1567,1567,1,Token expirado,2024-05-03
1568,1568,1,SMTP timeout,2025-12-06
1569,1569,1,Email inválido,2026-03-06
1570,1570,3,SMTP timeout,2025-05-08
1571,1571,3,Token expirado,2026-04-08
1572,1572,3,SMTP timeout,2025-05-20
1573,1573,2,Token expirado,2025-07-09
1574,1574,2,Email inválido,2024-08-27
1575,1575,3,Validation failed,2025-02-13
1576,1576,3,SocialNetworkId inválido,2025-10-06
1577,1577,2,SocialNetworkId inválido,2026-02-17
1578,1578,2,SocialNetworkId inválido,2025-03-15
1579,1579,2,SMTP timeout,2025-12-24
1580,1580,3,SMTP timeout,2026-04-08
1581,1581,2,DbUpdateException,2024-01-15
1582,1582,2,SMTP timeout,2025-07-20
1583,1583,2,SocialNetworkId inválido,2025-09-07
1584,1584,3,SocialNetworkId inválido,2024-10-07
1585,1585,3,CSV export format not supported,2025-09-27
1586,1586,1,SMTP timeout,2026-05-08
1587,1587,2,SMTP timeout,2025-10-20
1588,1588,2,Validation failed,2024-06-27
1589,1589,1,SocialNetworkId inválido,2024-06-20
1590,1590,3,Email inválido,2026-04-22
1591,1591,3,DbUpdateException,2024-01-03
1592,1592,1,DbUpdateException,2025-06-13
1593,1593,3,Localidad inexistente,2025-06-23
1594,1594,2,SMTP timeout,2024-10-18
1595,1595,3,Token expirado,2024-10-02
1596,1596,3,Email inválido,2024-10-05
1597,1597,3,Validation failed,2024-11-30
1598,1598,1,Token expirado,2026-04-01
1599,1599,3,Validation failed,2024-10-08
1600,1600,2,Localidad inexistente,2025-08-26
1601,1601,1,Localidad inexistente,2026-05-23
1602,1602,3,CSV export format not supported,2024-03-23
1603,1603,2,Localidad inexistente,2026-04-29
1604,1604,2,DbUpdateException,2025-12-03
1605,1605,3,Validation failed,2024-10-17
1606,1606,1,Validation failed,2024-11-27
1607,1607,1,SMTP timeout,2024-12-17
1608,1608,1,CSV export format not supported,2025-12-20
1609,1609,3,Token expirado,2024-02-27
1610,1610,2,Validation failed,2025-01-20
1611,1611,2,Validation failed,2026-02-05
1612,1612,1,SMTP timeout,2024-01-20
1613,1613,3,Localidad inexistente,2024-12-07
1614,1614,2,Validation failed,2026-06-08
1615,1615,1,Validation failed,2024-12-01
1616,1616,2,Email inválido,2025-10-05
1617,1617,2,SocialNetworkId inválido,2024-06-03
1618,1618,2,Token expirado,2026-05-08
1619,1619,1,Validation failed,2025-11-22
1620,1620,2,CSV export format not supported,2025-09-20
1621,1621,3,Token expirado,2024-10-06
1622,1622,2,Email inválido,2026-02-06
1623,1623,2,Localidad inexistente,2025-05-01
1624,1624,2,SocialNetworkId inválido,2024-11-11
1625,1625,3,Localidad inexistente,2026-03-06
1626,1626,2,SMTP timeout,2024-02-04
1627,1627,3,Validation failed,2024-09-07
1628,1628,3,Localidad inexistente,2026-06-04
1629,1629,3,Localidad inexistente,2026-05-25
1630,1630,3,Token expirado,2025-03-07
1631,1631,1,DbUpdateException,2026-06-27
1632,1632,2,Validation failed,2026-01-17
1633,1633,2,Validation failed,2026-01-07
1634,1634,2,Token expirado,2025-01-16
1635,1635,1,Localidad inexistente,2026-01-05
1636,1636,3,DbUpdateException,2025-03-08
1637,1637,3,DbUpdateException,2025-07-01
1638,1638,1,DbUpdateException,2025-06-28
1639,1639,2,DbUpdateException,2025-04-09
1640,1640,2,Localidad inexistente,2024-07-11
1641,1641,3,Validation failed,2024-08-19
1642,1642,1,SocialNetworkId inválido,2024-07-27
1643,1643,2,Validation failed,2024-05-24
1644,1644,3,SMTP timeout,2025-09-28
1645,1645,3,SocialNetworkId inválido,2026-06-16
1646,1646,3,Validation failed,2026-04-07
1647,1647,3,DbUpdateException,2025-07-04
1648,1648,3,SocialNetworkId inválido,2026-01-03
1649,1649,3,SMTP timeout,2025-12-21
1650,1650,1,SocialNetworkId inválido,2025-04-19
1651,1651,2,DbUpdateException,2025-04-28
1652,1652,3,Email inválido,2024-03-26
1653,1653,2,CSV export format not supported,2024-07-13
1654,1654,1,Token expirado,2025-12-30
1655,1655,3,Email inválido,2025-04-12
1656,1656,1,SMTP timeout,2025-07-25
1657,1657,2,SocialNetworkId inválido,2024-06-05
1658,1658,3,Localidad inexistente,2026-02-05
1659,1659,3,Validation failed,2025-11-11
1660,1660,3,Validation failed,2025-12-04
1661,1661,2,Localidad inexistente,2025-09-25
1662,1662,1,Localidad inexistente,2026-03-29
1663,1663,3,CSV export format not supported,2025-11-08
1664,1664,1,CSV export format not supported,2025-12-21
1665,1665,1,SocialNetworkId inválido,2024-05-11
1666,1666,3,Token expirado,2024-12-08
1667,1667,3,DbUpdateException,2025-06-12
1668,1668,2,CSV export format not supported,2024-01-14
1669,1669,2,Token expirado,2026-01-05
1670,1670,2,Validation failed,2024-04-06
1671,1671,2,Token expirado,2025-06-04
1672,1672,3,SMTP timeout,2024-07-29
1673,1673,1,Localidad inexistente,2026-03-29
1674,1674,3,Email inválido,2026-02-10
1675,1675,2,Email inválido,2026-02-17
1676,1676,3,CSV export format not supported,2024-03-16
1677,1677,2,SocialNetworkId inválido,2024-11-11
1678,1678,1,CSV export format not supported,2025-07-31
1679,1679,3,Validation failed,2025-10-03
1680,1680,2,SMTP timeout,2025-11-10
1681,1681,1,Token expirado,2026-02-21
1682,1682,2,Validation failed,2025-06-10
1683,1683,3,CSV export format not supported,2025-02-12
1684,1684,1,Token expirado,2025-08-11
1685,1685,2,CSV export format not supported,2025-12-01
1686,1686,3,SMTP timeout,2025-12-03
1687,1687,3,Validation failed,2024-05-03
1688,1688,2,Validation failed,2025-02-20
1689,1689,1,Localidad inexistente,2025-06-26
1690,1690,3,SocialNetworkId inválido,2026-05-05
1691,1691,3,SMTP timeout,2025-10-16
1692,1692,1,Validation failed,2026-03-01
1693,1693,3,DbUpdateException,2025-11-01
1694,1694,3,CSV export format not supported,2024-01-06
1695,1695,3,DbUpdateException,2026-02-03
1696,1696,2,CSV export format not supported,2025-08-22
1697,1697,1,Email inválido,2025-12-18
1698,1698,2,Token expirado,2025-08-10
1699,1699,1,Token expirado,2025-05-28
1700,1700,2,SMTP timeout,2025-11-20
1701,1701,3,CSV export format not supported,2024-09-23
1702,1702,3,CSV export format not supported,2025-04-01
1703,1703,2,SocialNetworkId inválido,2025-05-31
1704,1704,3,Token expirado,2024-04-08
1705,1705,2,Token expirado,2025-09-26
1706,1706,3,CSV export format not supported,2025-03-20
1707,1707,3,DbUpdateException,2025-09-19
1708,1708,3,SMTP timeout,2025-05-19
1709,1709,1,Email inválido,2025-09-19
1710,1710,1,Localidad inexistente,2025-08-30
1711,1711,3,Email inválido,2025-04-10
1712,1712,2,Validation failed,2024-06-26
1713,1713,3,SocialNetworkId inválido,2025-10-25
1714,1714,3,SMTP timeout,2025-01-18
1715,1715,3,CSV export format not supported,2024-12-23
1716,1716,1,SocialNetworkId inválido,2025-02-22
1717,1717,3,CSV export format not supported,2026-01-29
1718,1718,2,SocialNetworkId inválido,2024-09-14
1719,1719,3,SocialNetworkId inválido,2026-04-08
1720,1720,2,CSV export format not supported,2024-12-14
1721,1721,1,SocialNetworkId inválido,2024-05-05
1722,1722,3,CSV export format not supported,2025-11-25
1723,1723,2,Validation failed,2026-03-20
1724,1724,3,Token expirado,2024-04-10
1725,1725,2,Validation failed,2025-02-15
1726,1726,1,CSV export format not supported,2025-06-23
1727,1727,1,SocialNetworkId inválido,2026-03-08
1728,1728,3,SMTP timeout,2024-10-05
1729,1729,3,CSV export format not supported,2025-02-18
1730,1730,1,Localidad inexistente,2024-10-01
1731,1731,2,Validation failed,2025-10-05
1732,1732,3,DbUpdateException,2025-11-16
1733,1733,3,Email inválido,2025-08-20
1734,1734,3,SocialNetworkId inválido,2025-11-04
1735,1735,3,Token expirado,2025-10-19
1736,1736,2,Email inválido,2025-10-06
1737,1737,1,SocialNetworkId inválido,2024-03-19
1738,1738,3,Localidad inexistente,2025-06-07
1739,1739,3,DbUpdateException,2025-08-30
1740,1740,1,SocialNetworkId inválido,2024-09-23
1741,1741,3,SocialNetworkId inválido,2024-09-05
1742,1742,2,DbUpdateException,2024-01-12
1743,1743,2,CSV export format not supported,2025-11-08
1744,1744,2,Validation failed,2025-05-09
1745,1745,3,Localidad inexistente,2024-10-15
1746,1746,1,Validation failed,2025-08-11
1747,1747,2,Validation failed,2025-09-21
1748,1748,3,CSV export format not supported,2026-03-14
1749,1749,3,Localidad inexistente,2024-12-10
1750,1750,2,Validation failed,2025-08-10
1751,1751,2,SocialNetworkId inválido,2024-06-28
1752,1752,2,Validation failed,2024-05-21
1753,1753,3,Token expirado,2025-08-08
1754,1754,3,Email inválido,2025-09-09
1755,1755,1,SocialNetworkId inválido,2025-02-22
1756,1756,3,SocialNetworkId inválido,2025-08-10
1757,1757,1,Email inválido,2026-04-07
1758,1758,2,Email inválido,2025-10-12
1759,1759,1,Localidad inexistente,2025-05-19
1760,1760,1,SocialNetworkId inválido,2025-05-27
1761,1761,2,Token expirado,2024-04-05
1762,1762,3,Validation failed,2025-07-26
1763,1763,2,Email inválido,2025-02-01
1764,1764,2,CSV export format not supported,2024-08-21
1765,1765,2,Localidad inexistente,2024-04-29
1766,1766,3,Localidad inexistente,2024-04-29
1767,1767,3,DbUpdateException,2025-04-10
1768,1768,3,Validation failed,2024-02-22
1769,1769,2,CSV export format not supported,2026-01-31
1770,1770,2,Localidad inexistente,2025-08-13
1771,1771,2,Localidad inexistente,2025-01-24
1772,1772,1,Validation failed,2026-01-05
1773,1773,3,CSV export format not supported,2026-02-24
1774,1774,2,SMTP timeout,2025-10-31
1775,1775,3,SocialNetworkId inválido,2024-07-07
1776,1776,2,SMTP timeout,2024-05-06
1777,1777,1,Localidad inexistente,2024-07-25
1778,1778,3,Validation failed,2024-10-13
1779,1779,1,CSV export format not supported,2025-09-18
1780,1780,2,CSV export format not supported,2024-11-08
1781,1781,3,DbUpdateException,2024-09-16
1782,1782,3,DbUpdateException,2024-04-29
1783,1783,1,CSV export format not supported,2024-05-26
1784,1784,2,CSV export format not supported,2024-12-07
1785,1785,3,SocialNetworkId inválido,2024-08-22
1786,1786,3,Validation failed,2025-09-28
1787,1787,2,SMTP timeout,2026-04-10
1788,1788,2,Validation failed,2026-03-31
1789,1789,2,Validation failed,2025-11-13
1790,1790,2,Token expirado,2025-07-24
1791,1791,3,Localidad inexistente,2025-05-14
1792,1792,2,DbUpdateException,2026-01-10
1793,1793,3,Localidad inexistente,2025-05-25
1794,1794,1,Token expirado,2024-11-23
1795,1795,1,Localidad inexistente,2024-10-09
1796,1796,3,Email inválido,2026-01-22
1797,1797,1,Validation failed,2024-08-31
1798,1798,1,SocialNetworkId inválido,2025-08-31
1799,1799,3,SocialNetworkId inválido,2025-12-21
1800,1800,3,SMTP timeout,2025-03-18
1801,1801,1,Token expirado,2025-08-08
1802,1802,2,DbUpdateException,2024-06-01
1803,1803,2,Token expirado,2025-05-03
1804,1804,3,SocialNetworkId inválido,2024-05-07
1805,1805,3,DbUpdateException,2026-03-17
1806,1806,1,SMTP timeout,2026-04-10
1807,1807,1,CSV export format not supported,2025-07-12
1808,1808,2,DbUpdateException,2024-06-24
1809,1809,2,Validation failed,2025-09-29
1810,1810,3,Localidad inexistente,2025-02-19
1811,1811,3,DbUpdateException,2026-04-05
1812,1812,1,Localidad inexistente,2026-06-03
1813,1813,2,CSV export format not supported,2024-03-08
1814,1814,3,SMTP timeout,2025-01-26
1815,1815,2,SocialNetworkId inválido,2024-08-14
1816,1816,1,CSV export format not supported,2024-12-06
1817,1817,3,Validation failed,2024-03-08
1818,1818,3,Email inválido,2024-09-29
1819,1819,1,Token expirado,2026-03-31
1820,1820,3,Token expirado,2025-05-07
1821,1821,1,CSV export format not supported,2025-03-17
1822,1822,3,Localidad inexistente,2026-01-06
1823,1823,3,DbUpdateException,2025-04-09
1824,1824,2,Localidad inexistente,2026-05-12
1825,1825,1,Validation failed,2025-09-26
1826,1826,1,Localidad inexistente,2024-07-20
1827,1827,2,Token expirado,2025-12-06
1828,1828,2,Token expirado,2024-09-09
1829,1829,2,SMTP timeout,2024-07-04
1830,1830,2,CSV export format not supported,2024-01-23
1831,1831,1,SMTP timeout,2024-02-15
1832,1832,1,Token expirado,2024-01-30
1833,1833,1,Token expirado,2025-12-16
1834,1834,2,SocialNetworkId inválido,2025-08-30
1835,1835,2,Token expirado,2026-02-28
1836,1836,3,SocialNetworkId inválido,2024-09-17
1837,1837,3,Validation failed,2024-11-17
1838,1838,3,SocialNetworkId inválido,2025-02-23
1839,1839,1,CSV export format not supported,2025-03-18
1840,1840,3,Token expirado,2024-06-06
1841,1841,1,Validation failed,2026-06-17
1842,1842,1,DbUpdateException,2026-02-22
1843,1843,2,Email inválido,2024-08-09
1844,1844,1,Token expirado,2024-09-05
1845,1845,3,Token expirado,2024-02-16
1846,1846,1,SMTP timeout,2025-05-05
1847,1847,1,CSV export format not supported,2025-10-15
1848,1848,2,Email inválido,2024-08-03
1849,1849,3,SocialNetworkId inválido,2025-02-13
1850,1850,2,DbUpdateException,2025-04-17
1851,1851,2,SocialNetworkId inválido,2025-06-23
1852,1852,2,Token expirado,2025-03-11
1853,1853,3,Email inválido,2024-04-01
1854,1854,2,Email inválido,2025-06-25
1855,1855,3,Validation failed,2026-03-24
1856,1856,3,Token expirado,2025-08-29
1857,1857,2,SMTP timeout,2026-05-22
1858,1858,3,Localidad inexistente,2024-01-25
1859,1859,3,CSV export format not supported,2026-05-16
1860,1860,3,Email inválido,2024-08-07
1861,1861,2,SMTP timeout,2024-01-31
1862,1862,2,Validation failed,2025-12-09
1863,1863,3,Token expirado,2025-01-31
1864,1864,2,Validation failed,2024-05-28
1865,1865,3,Localidad inexistente,2024-02-08
1866,1866,3,Token expirado,2026-05-23
1867,1867,3,SMTP timeout,2025-07-31
1868,1868,3,SMTP timeout,2025-02-16
1869,1869,2,Validation failed,2025-07-20
1870,1870,2,DbUpdateException,2025-04-30
1871,1871,3,DbUpdateException,2026-03-29
1872,1872,3,CSV export format not supported,2026-01-11
1873,1873,3,Localidad inexistente,2024-08-19
1874,1874,3,Email inválido,2025-08-24
1875,1875,3,SocialNetworkId inválido,2024-01-26
1876,1876,2,DbUpdateException,2024-11-18
1877,1877,1,DbUpdateException,2024-03-05
1878,1878,3,DbUpdateException,2024-04-16
1879,1879,2,CSV export format not supported,2025-12-21
1880,1880,1,Localidad inexistente,2025-05-29
1881,1881,2,Localidad inexistente,2026-04-17
1882,1882,2,CSV export format not supported,2025-02-03
1883,1883,2,Email inválido,2024-02-25
1884,1884,1,Email inválido,2025-09-10
1885,1885,2,SocialNetworkId inválido,2024-07-09
1886,1886,2,SocialNetworkId inválido,2025-03-12
1887,1887,3,Localidad inexistente,2024-09-04
1888,1888,3,Token expirado,2024-12-06
1889,1889,2,CSV export format not supported,2024-01-22
1890,1890,3,DbUpdateException,2025-10-12
1891,1891,1,CSV export format not supported,2024-09-09
1892,1892,3,DbUpdateException,2026-02-22
1893,1893,3,CSV export format not supported,2025-06-24
1894,1894,2,SMTP timeout,2024-02-23
1895,1895,3,Validation failed,2024-03-29
1896,1896,2,Token expirado,2024-08-26
1897,1897,3,Token expirado,2026-03-05
1898,1898,2,Validation failed,2025-12-12
1899,1899,3,SocialNetworkId inválido,2025-09-20
1900,1900,1,SMTP timeout,2025-03-13
1901,1901,2,SMTP timeout,2025-06-22
1902,1902,1,DbUpdateException,2024-04-04
1903,1903,1,Token expirado,2025-02-03
1904,1904,3,SocialNetworkId inválido,2026-04-24
