CompensationRequestId,UserId,SucursalId,CompensationRequestStateId,Observations,ErrorId,ErrorMessage,ErrorDetails,CreatedAt,ClosedAt,IsOpen
1873,40,390,4,BulkCreateSucursalesCommandHandler - incidente simulado 1873,3,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-3,2024-08-19,,1
1874,147,419,3,BulkCreateSucursalesCommandHandler - incidente simulado 1874,3,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-4,2025-08-24,2025-08-25,0
1875,27,595,2,BulkCreateSucursalesCommandHandler - incidente simulado 1875,3,SocialNetworkId inválido,BulkCreateSucursalesCommandHandler: SocialNetworkId inválido. RunId MOCK-5,2024-01-26,2024-02-15,0
1876,125,420,3,UpdateSucursalCommandHandler - incidente simulado 1876,2,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-6,2024-11-18,2024-12-06,0
1877,24,203,4,BulkCreateSucursalesCommandHandler - incidente simulado 1877,1,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-7,2024-03-05,,1
1878,3,351,1,BulkCreateSucursalesCommandHandler - incidente simulado 1878,3,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-8,2024-04-16,,1
1879,1,318,2,BulkCreateSucursalesCommandHandler - incidente simulado 1879,2,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-9,2025-12-21,2025-12-31,0
1880,99,465,2,VerifyEmailCommandHandler - incidente simulado 1880,1,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-10,2025-05-29,2025-06-02,0
1881,51,108,2,BulkCreateSucursalesCommandHandler - incidente simulado 1881,2,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-11,2026-04-17,2026-04-26,0
1882,84,678,2,UpdateSucursalCommandHandler - incidente simulado 1882,2,CSV export format not supported,UpdateSucursalCommandHandler: CSV export format not supported. RunId MOCK-12,2025-02-03,2025-02-19,0
1883,116,272,2,CreateUserCommandHandler - incidente simulado 1883,2,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-13,2024-02-25,2024-03-05,0
1884,101,766,4,BulkCreateSucursalesCommandHandler - incidente simulado 1884,1,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-14,2025-09-10,,1
1885,2,395,3,VerifyEmailCommandHandler - incidente simulado 1885,2,SocialNetworkId inválido,VerifyEmailCommandHandler: SocialNetworkId inválido. RunId MOCK-15,2024-07-09,2024-07-10,0
1886,143,47,2,CreateUserCommandHandler - incidente simulado 1886,2,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-16,2025-03-12,2025-03-24,0
1887,137,618,1,BulkCreateSucursalesCommandHandler - incidente simulado 1887,3,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-0,2024-09-04,,1
1888,58,406,2,UpdateSucursalCommandHandler - incidente simulado 1888,3,Token expirado,UpdateSucursalCommandHandler: Token expirado. RunId MOCK-1,2024-12-06,2024-12-08,0
1889,77,575,1,EmailService.SendAsync - incidente simulado 1889,2,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-2,2024-01-22,,1
1890,133,72,2,VerifyEmailCommandHandler - incidente simulado 1890,3,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-3,2025-10-12,2025-10-27,0
1891,120,5,2,CreateSucursalCommandHandler - incidente simulado 1891,1,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-4,2024-09-09,2024-09-12,0
1892,51,207,4,CreateLocalidadCommandHandler - incidente simulado 1892,3,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-5,2026-02-22,,1
1893,28,588,1,BulkCreateSucursalesCommandHandler - incidente simulado 1893,3,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-6,2025-06-24,,1
1894,24,275,4,CreateSucursalCommandHandler - incidente simulado 1894,2,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-7,2024-02-23,,1
1895,115,287,4,CreateLocalidadCommandHandler - incidente simulado 1895,3,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-8,2024-03-29,,1
1896,96,166,2,EmailService.SendAsync - incidente simulado 1896,2,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-9,2024-08-26,2024-09-03,0
1897,63,2,2,CreateUserCommandHandler - incidente simulado 1897,3,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-10,2026-03-05,2026-03-07,0
1898,90,220,3,EmailService.SendAsync - incidente simulado 1898,2,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-11,2025-12-12,2025-12-25,0
1899,117,222,2,CreateUserCommandHandler - incidente simulado 1899,3,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-12,2025-09-20,2025-10-09,0
1900,51,765,2,CompensationRequestExportQueryHandler - incidente simulado 1900,1,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-13,2025-03-13,2025-03-31,0
1901,123,675,2,CreateUserCommandHandler - incidente simulado 1901,2,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-14,2025-06-22,2025-07-05,0
1902,148,206,2,CreateUserCommandHandler - incidente simulado 1902,1,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-15,2024-04-04,2024-04-08,0
1903,94,573,2,CreateSucursalCommandHandler - incidente simulado 1903,1,Token expirado,CreateSucursalCommandHandler: Token expirado. RunId MOCK-16,2025-02-03,2025-02-07,0
1904,100,140,1,BulkCreateSucursalesCommandHandler - incidente simulado 1904,3,SocialNetworkId inválido,BulkCreateSucursalesCommandHandler: SocialNetworkId inválido. RunId MOCK-0,2026-04-24,,1
1905,68,403,2,CreateUserCommandHandler - incidente simulado 1905,2,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-1,2025-02-06,2025-02-16,0
1906,27,304,2,CompensationRequestExportQueryHandler - incidente simulado 1906,3,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-2,2026-04-19,2026-04-30,0
1907,34,487,3,CreateUserCommandHandler - incidente simulado 1907,1,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-3,2024-01-06,2024-01-10,0
1908,15,338,2,CreateLocalidadCommandHandler - incidente simulado 1908,1,SMTP timeout,CreateLocalidadCommandHandler: SMTP timeout. RunId MOCK-4,2026-02-04,2026-02-05,0
1909,22,335,1,BulkCreateSucursalesCommandHandler - incidente simulado 1909,3,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-5,2024-02-24,,1
1910,65,790,1,CreateUserCommandHandler - incidente simulado 1910,2,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-6,2025-03-01,,1
1911,136,311,3,UpdateSucursalCommandHandler - incidente simulado 1911,1,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-7,2024-03-30,2024-04-12,0
1912,33,202,2,EmailService.SendAsync - incidente simulado 1912,3,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-8,2025-11-27,2025-12-04,0
1913,63,644,2,CompensationRequestExportQueryHandler - incidente simulado 1913,2,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-9,2024-09-27,2024-10-11,0
1914,136,561,1,UpdateSucursalCommandHandler - incidente simulado 1914,3,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-10,2026-01-12,,1
1915,32,493,2,EmailService.SendAsync - incidente simulado 1915,3,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-11,2024-01-22,2024-02-04,0
1916,49,424,2,CreateSucursalCommandHandler - incidente simulado 1916,3,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-12,2025-10-06,2025-10-15,0
1917,17,424,2,CreateUserCommandHandler - incidente simulado 1917,1,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-13,2025-10-04,2025-10-19,0
1918,46,352,3,BulkCreateSucursalesCommandHandler - incidente simulado 1918,1,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-14,2024-01-16,2024-01-21,0
1919,98,617,1,BulkCreateSucursalesCommandHandler - incidente simulado 1919,2,SMTP timeout,BulkCreateSucursalesCommandHandler: SMTP timeout. RunId MOCK-15,2026-04-04,,1
1920,48,321,2,CreateLocalidadCommandHandler - incidente simulado 1920,3,SMTP timeout,CreateLocalidadCommandHandler: SMTP timeout. RunId MOCK-16,2025-08-20,2025-08-26,0
1921,110,786,2,VerifyEmailCommandHandler - incidente simulado 1921,3,Email inválido,VerifyEmailCommandHandler: Email inválido. RunId MOCK-0,2024-09-20,2024-10-08,0
1922,57,227,3,BulkCreateSucursalesCommandHandler - incidente simulado 1922,3,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-1,2024-04-25,2024-04-27,0
1923,123,88,2,CreateLocalidadCommandHandler - incidente simulado 1923,2,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-2,2024-01-25,2024-02-05,0
1924,43,799,2,CreateSucursalCommandHandler - incidente simulado 1924,3,Validation failed,CreateSucursalCommandHandler: Validation failed. RunId MOCK-3,2024-12-22,2025-01-07,0
1925,5,731,1,BulkCreateSucursalesCommandHandler - incidente simulado 1925,2,SMTP timeout,BulkCreateSucursalesCommandHandler: SMTP timeout. RunId MOCK-4,2024-02-23,,1
1926,102,743,2,UpdateSucursalCommandHandler - incidente simulado 1926,1,Validation failed,UpdateSucursalCommandHandler: Validation failed. RunId MOCK-5,2024-08-29,2024-08-30,0
1927,82,353,2,CreateSucursalCommandHandler - incidente simulado 1927,2,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-6,2024-07-13,2024-08-02,0
1928,126,593,1,CreateUserCommandHandler - incidente simulado 1928,2,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-7,2026-02-27,,1
1929,116,276,1,UpdateSucursalCommandHandler - incidente simulado 1929,3,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-8,2024-12-20,,1
1930,4,224,2,EmailService.SendAsync - incidente simulado 1930,1,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-9,2024-03-06,2024-03-23,0
1931,27,165,2,EmailService.SendAsync - incidente simulado 1931,3,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-10,2024-12-29,2025-01-10,0
1932,93,408,1,CreateSucursalCommandHandler - incidente simulado 1932,1,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-11,2026-05-20,,1
1933,144,143,4,UpdateSucursalCommandHandler - incidente simulado 1933,3,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-12,2026-01-30,,1
1934,134,538,4,CreateSucursalCommandHandler - incidente simulado 1934,3,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-13,2026-05-08,,1
1935,75,558,2,EmailService.SendAsync - incidente simulado 1935,1,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-14,2024-06-24,2024-07-06,0
1936,141,303,2,CompensationRequestExportQueryHandler - incidente simulado 1936,1,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-15,2024-01-03,2024-01-08,0
1937,111,781,2,UpdateSucursalCommandHandler - incidente simulado 1937,2,CSV export format not supported,UpdateSucursalCommandHandler: CSV export format not supported. RunId MOCK-16,2026-04-29,2026-05-06,0
1938,85,94,1,CreateLocalidadCommandHandler - incidente simulado 1938,3,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-0,2024-03-08,,1
1939,138,788,4,BulkCreateSucursalesCommandHandler - incidente simulado 1939,1,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-1,2025-01-07,,1
1940,4,215,1,CreateUserCommandHandler - incidente simulado 1940,3,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-2,2024-05-11,,1
1941,136,237,1,CreateSucursalCommandHandler - incidente simulado 1941,1,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-3,2025-04-07,,1
1942,117,339,2,VerifyEmailCommandHandler - incidente simulado 1942,3,Email inválido,VerifyEmailCommandHandler: Email inválido. RunId MOCK-4,2024-07-13,2024-07-20,0
1943,107,727,2,CreateSucursalCommandHandler - incidente simulado 1943,3,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-5,2026-02-24,2026-03-09,0
1944,79,10,3,EmailService.SendAsync - incidente simulado 1944,3,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-6,2025-03-08,2025-03-16,0
1945,5,399,2,VerifyEmailCommandHandler - incidente simulado 1945,2,SocialNetworkId inválido,VerifyEmailCommandHandler: SocialNetworkId inválido. RunId MOCK-7,2024-01-02,2024-01-06,0
1946,85,566,2,VerifyEmailCommandHandler - incidente simulado 1946,1,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-8,2024-09-27,2024-09-28,0
1947,149,423,2,VerifyEmailCommandHandler - incidente simulado 1947,2,SMTP timeout,VerifyEmailCommandHandler: SMTP timeout. RunId MOCK-9,2026-01-16,2026-01-22,0
1948,5,670,2,CreateSucursalCommandHandler - incidente simulado 1948,1,Token expirado,CreateSucursalCommandHandler: Token expirado. RunId MOCK-10,2024-05-12,2024-06-01,0
1949,85,167,4,CreateUserCommandHandler - incidente simulado 1949,2,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-11,2025-08-09,,1
1950,84,516,2,UpdateSucursalCommandHandler - incidente simulado 1950,3,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-12,2024-06-12,2024-06-30,0
1951,15,717,2,CreateLocalidadCommandHandler - incidente simulado 1951,2,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-13,2025-10-25,2025-11-04,0
1952,12,791,4,CreateUserCommandHandler - incidente simulado 1952,3,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-14,2024-06-27,,1
1953,130,703,4,CreateLocalidadCommandHandler - incidente simulado 1953,3,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-15,2024-04-28,,1
1954,11,227,2,UpdateSucursalCommandHandler - incidente simulado 1954,3,Validation failed,UpdateSucursalCommandHandler: Validation failed. RunId MOCK-16,2024-07-04,2024-07-07,0
1955,92,547,2,CreateSucursalCommandHandler - incidente simulado 1955,3,DbUpdateException,CreateSucursalCommandHandler: DbUpdateException. RunId MOCK-0,2025-06-28,2025-07-15,0
1956,80,135,2,EmailService.SendAsync - incidente simulado 1956,1,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-1,2026-02-16,2026-02-22,0
1957,47,47,2,VerifyEmailCommandHandler - incidente simulado 1957,3,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-2,2025-12-20,2025-12-31,0
1958,49,460,2,BulkCreateSucursalesCommandHandler - incidente simulado 1958,2,SocialNetworkId inválido,BulkCreateSucursalesCommandHandler: SocialNetworkId inválido. RunId MOCK-3,2025-02-20,2025-03-11,0
1959,114,257,2,EmailService.SendAsync - incidente simulado 1959,2,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-4,2025-12-26,2026-01-06,0
1960,10,775,1,CreateLocalidadCommandHandler - incidente simulado 1960,2,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-5,2025-02-02,,1
1961,52,389,4,BulkCreateSucursalesCommandHandler - incidente simulado 1961,1,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-6,2025-11-06,,1
1962,19,134,4,CompensationRequestExportQueryHandler - incidente simulado 1962,1,Validation failed,CompensationRequestExportQueryHandler: Validation failed. RunId MOCK-7,2024-01-08,,1
1963,30,766,4,EmailService.SendAsync - incidente simulado 1963,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-8,2025-12-04,,1
1964,120,108,2,CompensationRequestExportQueryHandler - incidente simulado 1964,3,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-9,2026-05-07,2026-05-18,0
1965,38,526,4,CompensationRequestExportQueryHandler - incidente simulado 1965,1,Token expirado,CompensationRequestExportQueryHandler: Token expirado. RunId MOCK-10,2026-03-12,,1
1966,140,792,4,EmailService.SendAsync - incidente simulado 1966,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-11,2025-10-20,,1
1967,146,9,4,CreateUserCommandHandler - incidente simulado 1967,2,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-12,2024-08-28,,1
1968,81,474,2,VerifyEmailCommandHandler - incidente simulado 1968,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-13,2024-08-30,2024-09-08,0
1969,110,139,3,EmailService.SendAsync - incidente simulado 1969,1,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-14,2024-04-22,2024-05-05,0
1970,101,32,2,CreateLocalidadCommandHandler - incidente simulado 1970,3,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-15,2025-10-31,2025-11-09,0
1971,119,621,2,CreateLocalidadCommandHandler - incidente simulado 1971,2,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-16,2025-08-16,2025-09-04,0
1972,85,427,3,CreateUserCommandHandler - incidente simulado 1972,2,CSV export format not supported,CreateUserCommandHandler: CSV export format not supported. RunId MOCK-0,2025-06-02,2025-06-20,0
1973,10,501,2,CreateUserCommandHandler - incidente simulado 1973,3,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-1,2025-05-03,2025-05-10,0
1974,100,97,2,CompensationRequestExportQueryHandler - incidente simulado 1974,3,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-2,2025-10-29,2025-11-05,0
1975,150,161,2,CreateUserCommandHandler - incidente simulado 1975,1,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-3,2024-01-27,2024-02-01,0
1976,49,419,3,CreateSucursalCommandHandler - incidente simulado 1976,2,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-4,2026-01-02,2026-01-21,0
1977,23,784,2,UpdateSucursalCommandHandler - incidente simulado 1977,3,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-5,2025-07-21,2025-07-26,0
1978,73,639,1,CreateLocalidadCommandHandler - incidente simulado 1978,1,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-6,2024-07-19,,1
1979,63,275,2,UpdateSucursalCommandHandler - incidente simulado 1979,1,SMTP timeout,UpdateSucursalCommandHandler: SMTP timeout. RunId MOCK-7,2024-09-25,2024-10-11,0
1980,92,322,2,CreateSucursalCommandHandler - incidente simulado 1980,3,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-8,2024-10-26,2024-11-07,0
1981,11,421,4,UpdateSucursalCommandHandler - incidente simulado 1981,1,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-9,2025-04-07,,1
1982,93,578,1,VerifyEmailCommandHandler - incidente simulado 1982,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-10,2024-09-14,,1
1983,142,578,3,UpdateSucursalCommandHandler - incidente simulado 1983,1,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-11,2025-04-26,2025-05-04,0
1984,84,31,2,CreateSucursalCommandHandler - incidente simulado 1984,3,Validation failed,CreateSucursalCommandHandler: Validation failed. RunId MOCK-12,2024-05-31,2024-06-15,0
1985,94,396,1,CreateUserCommandHandler - incidente simulado 1985,1,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-13,2024-06-06,,1
1986,95,379,2,CreateSucursalCommandHandler - incidente simulado 1986,2,DbUpdateException,CreateSucursalCommandHandler: DbUpdateException. RunId MOCK-14,2025-03-05,2025-03-16,0
1987,110,7,1,CreateUserCommandHandler - incidente simulado 1987,3,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-15,2024-12-06,,1
1988,60,662,2,VerifyEmailCommandHandler - incidente simulado 1988,3,Email inválido,VerifyEmailCommandHandler: Email inválido. RunId MOCK-16,2025-05-13,2025-05-18,0
1989,106,37,4,CreateSucursalCommandHandler - incidente simulado 1989,2,DbUpdateException,CreateSucursalCommandHandler: DbUpdateException. RunId MOCK-0,2026-05-28,,1
1990,37,435,2,EmailService.SendAsync - incidente simulado 1990,3,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-1,2024-07-01,2024-07-20,0
1991,87,693,2,CompensationRequestExportQueryHandler - incidente simulado 1991,1,Token expirado,CompensationRequestExportQueryHandler: Token expirado. RunId MOCK-2,2025-12-03,2025-12-04,0
1992,18,349,2,CompensationRequestExportQueryHandler - incidente simulado 1992,1,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-3,2025-04-13,2025-04-17,0
1993,9,469,2,VerifyEmailCommandHandler - incidente simulado 1993,3,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-4,2024-02-27,2024-03-12,0
1994,60,603,2,CreateUserCommandHandler - incidente simulado 1994,3,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-5,2024-04-27,2024-04-30,0
1995,87,230,3,BulkCreateSucursalesCommandHandler - incidente simulado 1995,3,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-6,2025-01-21,2025-01-22,0
1996,38,524,1,CreateSucursalCommandHandler - incidente simulado 1996,2,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-7,2024-06-12,,1
1997,81,293,2,CompensationRequestExportQueryHandler - incidente simulado 1997,2,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-8,2025-04-19,2025-05-09,0
1998,16,410,2,UpdateSucursalCommandHandler - incidente simulado 1998,3,SMTP timeout,UpdateSucursalCommandHandler: SMTP timeout. RunId MOCK-9,2026-01-22,2026-01-29,0
1999,43,432,2,CreateSucursalCommandHandler - incidente simulado 1999,3,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-10,2025-12-10,2025-12-29,0
2000,70,503,2,CreateLocalidadCommandHandler - incidente simulado 2000,2,SMTP timeout,CreateLocalidadCommandHandler: SMTP timeout. RunId MOCK-11,2024-09-21,2024-10-05,0
2001,68,451,2,CreateSucursalCommandHandler - incidente simulado 2001,3,Validation failed,CreateSucursalCommandHandler: Validation failed. RunId MOCK-12,2025-08-04,2025-08-09,0
2002,65,481,1,CompensationRequestExportQueryHandler - incidente simulado 2002,2,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-13,2024-12-16,,1
2003,82,491,2,VerifyEmailCommandHandler - incidente simulado 2003,2,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-14,2025-07-03,2025-07-18,0
2004,40,559,1,UpdateSucursalCommandHandler - incidente simulado 2004,2,CSV export format not supported,UpdateSucursalCommandHandler: CSV export format not supported. RunId MOCK-15,2026-06-07,,1
2005,103,704,2,UpdateSucursalCommandHandler - incidente simulado 2005,3,SMTP timeout,UpdateSucursalCommandHandler: SMTP timeout. RunId MOCK-16,2025-02-12,2025-02-15,0
2006,20,661,2,CreateUserCommandHandler - incidente simulado 2006,1,CSV export format not supported,CreateUserCommandHandler: CSV export format not supported. RunId MOCK-0,2024-05-02,2024-05-19,0
2007,20,707,2,CreateSucursalCommandHandler - incidente simulado 2007,3,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-1,2024-12-08,2024-12-21,0
2008,37,478,4,CreateLocalidadCommandHandler - incidente simulado 2008,2,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-2,2025-04-28,,1
2009,143,702,1,VerifyEmailCommandHandler - incidente simulado 2009,3,SMTP timeout,VerifyEmailCommandHandler: SMTP timeout. RunId MOCK-3,2026-06-20,,1
2010,22,591,2,EmailService.SendAsync - incidente simulado 2010,2,Localidad inexistente,EmailService.SendAsync: Localidad inexistente. RunId MOCK-4,2025-01-17,2025-02-06,0
2011,31,483,2,CompensationRequestExportQueryHandler - incidente simulado 2011,2,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-5,2025-07-23,2025-07-24,0
2012,120,665,4,CreateSucursalCommandHandler - incidente simulado 2012,2,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-6,2026-06-12,,1
2013,58,435,2,VerifyEmailCommandHandler - incidente simulado 2013,2,Email inválido,VerifyEmailCommandHandler: Email inválido. RunId MOCK-7,2024-02-26,2024-03-15,0
2014,106,86,2,UpdateSucursalCommandHandler - incidente simulado 2014,2,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-8,2025-03-29,2025-03-31,0
2015,121,53,1,CreateSucursalCommandHandler - incidente simulado 2015,3,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-9,2024-04-03,,1
2016,96,50,2,UpdateSucursalCommandHandler - incidente simulado 2016,1,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-10,2025-07-22,2025-07-27,0
2017,9,84,2,CreateUserCommandHandler - incidente simulado 2017,1,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-11,2024-10-22,2024-10-23,0
2018,118,691,2,CompensationRequestExportQueryHandler - incidente simulado 2018,3,DbUpdateException,CompensationRequestExportQueryHandler: DbUpdateException. RunId MOCK-12,2026-06-25,2026-07-06,0
2019,66,779,2,CompensationRequestExportQueryHandler - incidente simulado 2019,3,DbUpdateException,CompensationRequestExportQueryHandler: DbUpdateException. RunId MOCK-13,2025-03-08,2025-03-14,0
2020,15,289,2,VerifyEmailCommandHandler - incidente simulado 2020,3,SMTP timeout,VerifyEmailCommandHandler: SMTP timeout. RunId MOCK-14,2025-01-27,2025-01-30,0
2021,11,697,2,CompensationRequestExportQueryHandler - incidente simulado 2021,3,DbUpdateException,CompensationRequestExportQueryHandler: DbUpdateException. RunId MOCK-15,2024-04-25,2024-05-07,0
2022,109,770,2,CreateUserCommandHandler - incidente simulado 2022,3,CSV export format not supported,CreateUserCommandHandler: CSV export format not supported. RunId MOCK-16,2024-09-01,2024-09-14,0
2023,136,328,1,EmailService.SendAsync - incidente simulado 2023,3,Localidad inexistente,EmailService.SendAsync: Localidad inexistente. RunId MOCK-0,2025-06-30,,1
2024,93,534,1,VerifyEmailCommandHandler - incidente simulado 2024,3,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-1,2026-02-24,,1
2025,9,528,1,VerifyEmailCommandHandler - incidente simulado 2025,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-2,2026-01-10,,1
2026,12,691,4,UpdateSucursalCommandHandler - incidente simulado 2026,2,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-3,2026-04-19,,1
